AdrID,AkpIDTase0,AkpIDTase1,AkpIDTase2,AkpIDTase3,AkpIDTase4,AkpIDTase5,AkpIDTase6,AkpIDTase7,AkpIDTase8,AdrAadress,KdIDAdressiStaatus,AdrOige,AdrSihtnumber,AdrMajaNr,ADS_ADR_ID,ADS_ADR_TEKST,ADS_ADS_OID,ADS_ADR_MUUDETI,ADS_ORIG_TUNNUS,ADS_MUUD_OBJEKTID,ADS_KOODAADRESS,ADS_ADOB_ID,ADSILID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
3681629,,45,511.0,,,0177,,1VNB,7NTB,"Ida-Viru maakond, Narva linn, Kivilinna tn 9-25",549,,92240,9,,,ER01539576,,,,,10652152,,5567.0,2023-10-02 18:09:21,,,,44.0
2463084,,37,784.0,298.0,,05Y9,,2LMW,GDZB,"Harju maakond, Tallinn, Kesklinna linnaosa, Juurdeveo tn 25b-37",549,,30969,25b,,,ER03503664,,,,,9600392,,5829.0,2018-11-06 17:44:21,,,,50.0
2122970,,37,784.0,614.0,,047H,,3BD3,,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Taime tn 4",549,,99192,4,,,EE00644089,,,,,10559185,,,,,,,
2306773,,37,784.0,482.0,,05VQ,,1SOI,ABK4,"Harju maakond, Tallinn, Mustamäe linnaosa, A. H. Tammsaare tee 123-36",549,,65333,123,,,ER01713370,,,,,6721350,,,,,,,
2427154,,84,897.0,,,05E2,,A5EQ,,"Viljandi maakond, Viljandi linn, Põhja pst 8c/23",549,,88172,8c/23,,,ME03352200,,,,,7136172,,,,,,,
2992557,,79,171.0,6393.0,,,EYS0,,,"Tartu maakond, Elva vald, Puhja alevik, Muru tänav",549,,18326,,,,CU03617577,,,,,8520831,,3192.0,2017-01-11 12:49:15,,,,27.0
2616094,,74,714.0,5050.0,,,4MVQ,,,"Saare maakond, Saaremaa vald, Murika küla, Tuhkanamäe",549,,60432,,,,CU00216470,,,,,10446921,,,,,,,
2651197,,56,184.0,2285.0,,0O2H,,A2TZ,FUJT,"Lääne maakond, Haapsalu linn, Jõõdre küla, Pihlaka tee 2-6",549,,60019,2,,,ER01667164,,,,,7839453,,,,,,,
3085794,,68,624.0,6619.0,,0ST2,,BJ0K,IF24,"Pärnu maakond, Pärnu linn, Pärnu linn, Papiniidu tn 31-93",549,,88104,31,,,ER01254437,,,,,8708499,,1906.0,2017-02-11 12:40:14,,,,7.0
2347675,,37,784.0,482.0,,05VT,,1GY2,EFGF,"Harju maakond, Tallinn, Mustamäe linnaosa, E. Vilde tee 111b-3",549,,71348,111b,,,MR03274382,,,,,6438118,,,,,,,
2865193,,79,283.0,9835.0,,08GY,,103R,,"Tartu maakond, Kambja vald, Ülenurme alevik, Männikäbi tn 1",549,,79352,1,,,EE01031337,,,,,8305598,,,,,,,
1690984,,37,198.0,9683.0,,02Y3,,5V5F,9968,"Harju maakond, Harku vald, Vääna küla, Tiigi tee 6-2",549,,42953,6,,,ER01618019,,,,,6953431,,,,,,,
3048183,,68,624.0,6619.0,,0SLH,,B96F,,"Pärnu maakond, Pärnu linn, Pärnu linn, Männiku tn 22",549,,82512,22,,,ME03098992,,,,,8753744,,4751.0,2017-02-11 14:33:07,,,,36.0
3249761,,84,480.0,3837.0,,,1IQY,,,"Viljandi maakond, Mulgi vald, Kõvaküla, Teedevalitsuse",549,,11504,,,,CU00319612,,,,,9136943,,3431.0,2017-06-11 15:29:02,,,,30.0
2265354,,37,784.0,298.0,,05XJ,,186F,405H,"Harju maakond, Tallinn, Kesklinna linnaosa, A. Weizenbergi tn 20a-1",549,,99166,20a,,,ER01357340,,,,,6527000,,,,,,,
2931066,,56,441.0,3366.0,,,15DO,,,"Lääne maakond, Lääne-Nigula vald, Koluvere küla, Paju",549,,25014,,,,CU00178379,,,,,8396935,,,,,,,
2716927,,37,431.0,9380.0,,,7N11,,,"Harju maakond, Lääne-Harju vald, Vintse küla, Merekalda",549,,99353,,,,CU00621519,,,,,10989990,,,,,,,
3298446,,45,442.0,3194.0,,0T78,,BOEP,JBG3,"Ida-Viru maakond, Lüganuse vald, Kiviõli linn, Võidu tn 4-13",549,,80381,4,,,ER01670012,,,,,9205321,,6091.0,2017-06-11 18:34:27,,,,44.0
2978814,,81,557.0,7018.0,,,2EQM,,,"Valga maakond, Otepää vald, Risttee küla, Tootsi",549,,44973,,,,CU00414731,,,,,8534750,,2433.0,2017-01-11 13:11:29,,,,2.0
2618090,,74,714.0,1416.0,,0689,,1JVJ,7YA2,"Saare maakond, Saaremaa vald, Aste alevik, Saare tn 2-10",549,,94012,2,,,ER01553541,,,,,7752228,,,,,,,
3206458,,64,622.0,4986.0,,0MPO,,73SH,BMV1,"Põlva maakond, Põlva vald, Mooste alevik, Lasteaia tee 17-4",549,,54587,17,,,ER01923094,,,,,8959767,,3159.0,2017-03-11 15:46:48,,,,47.0
3528098,,52,834.0,9692.0,,0UEF,,CI8Y,,"Järva maakond, Türi vald, Väätsa alevik, Pikk tn 24",549,,24621,24,,,ME02562020,,,,,10076304,,3676.0,2020-11-05 12:23:16,,,,7.0
3665566,,45,515.0,1472.0,2DHC,,,89XL,,"Ida-Viru maakond, Narva-Jõesuu linn, Auvere küla, Koiduvalguse AÜ 63",549,,48469,63,,,EE02061724,,,,,10615352,,674.0,2023-02-01 09:19:33,,,,16.0
3139068,,84,899.0,2355.0,,,EKKY,,,"Viljandi maakond, Viljandi vald, Järveküla, Kangrumetsa",549,,66985,,,,ME01002448,,,,,8850622,,4221.0,2017-02-11 18:13:56,,,,27.0
2118102,,37,784.0,596.0,,0633,,1O8S,,"Harju maakond, Tallinn, Pirita linnaosa, Supluse pst 1",549,,30730,1,,,ME00645879,,,,,10664125,,,,,,,
3110618,,68,624.0,6619.0,,0SRG,,BCMA,IUOU,"Pärnu maakond, Pärnu linn, Pärnu linn, Oja tn 61-5",549,,69470,61,,,ER01257772,,,,,8748743,,2406.0,2017-02-11 14:16:57,,,,7.0
1423175,,37,353.0,3993.0,,,8ZY2,,,"Harju maakond, Kuusalu vald, Külmaallika küla, Kolga metskond 58",549,,10425,,,,CU00188068,,,,,10447751,,,,,,,
2920136,,39,205.0,3253.0,,,4SM5,,,"Hiiu maakond, Hiiumaa vald, Kogri küla, Välja",549,,44522,,,,ME01164464,,,,,10279383,,,,,,,
2866033,,45,511.0,,,0180,,3DCN,6LHG,"Ida-Viru maakond, Narva linn, Kreenholmi tn 23-5",549,,75612,23,,,ER01486385,,,,,8217671,,,,,,,
253264,,37,890.0,1675.0,,069N,,3V3J,,"Harju maakond, Viimsi vald, Haabneeme alevik, Hundi tee 22",549,,33416,22,,,EE01045979,,,,,10303936,,2617.0,2021-11-03 03:37:04,,,,26.0
3540128,,37,725.0,7453.0,,0RWT,,AXU4,,"Harju maakond, Saue vald, Saue linn, Vana-Keila mnt 7",549,,76542,7,,,EE01169429,,,,,10370627,,,,,,,
1764534,,37,653.0,6086.0,,0HN2,,3HIO,,"Harju maakond, Rae vald, Peetri alevik, Pajusaare tee 6",549,,23947,6,,,CU00359378,,,,,4201385,,,,,,,
3023626,,68,624.0,7591.0,,0OPC,,8Y23,,"Pärnu maakond, Pärnu linn, Silla küla, Jõekalda tee 60",549,,91959,60,,,CU00302841,,,,,8638307,,2444.0,2017-02-11 09:39:14,,,,5.0
3698207,,87,732.0,3847.0,,,GSHD,,,"Võru maakond, Setomaa vald, Kõõru küla, Kuivlumbi",549,,49117,,,,CU00245286,,,,,10738706,,2222.0,2023-06-09 15:47:55,,,,45.0
3546313,,37,725.0,1216.0,,,DWE4,,,"Harju maakond, Saue vald, Alliku küla, Uue-Kurra",549,,93748,,,,ME03128438,,,,,10142028,,3649.0,2020-01-09 11:23:00,,,,14.0
3477474,,37,305.0,3039.0,,0KZ9,,5XSO,,"Harju maakond, Kiili vald, Kiili alev, Ristiku tn 31",549,,76540,31,,,EE04005253,,,,,10976313,,,,,,,
2912378,,56,441.0,6599.0,,,12N8,,,"Lääne maakond, Lääne-Nigula vald, Päri küla, Kangru-Antsu",549,,89818,,,,ME02610993,,,,,8365174,,,,,,,
406452,,84,897.0,,,05AW,,24KX,,"Viljandi maakond, Viljandi linn, Riia mnt 54h",549,,36071,54h,,,ME03403527,,,,,7005795,,5136.0,2015-06-07 12:46:24,,,,14.0
3021821,,68,624.0,1628.0,,,3ICF,,,"Pärnu maakond, Pärnu linn, Ermistu küla, Kivivare-Luule",549,,30032,,,,CU00516446,,,,,9548069,,,,,,,
3682339,,45,511.0,,,017I,,1VN5,77L4,"Ida-Viru maakond, Narva linn, Soldina tn 18-62",549,,59009,18,,,ER01518338,,,,,10651663,,640.0,2023-10-02 18:09:14,,,,13.0
2943012,,39,205.0,1787.0,,,5MDX,,,"Hiiu maakond, Hiiumaa vald, Hausma küla, Kuusetupsu",549,,31174,,,,CU00351390,,,,,8481196,,,,,,,
108284,,84,897.0,,,05DB,,,,"Viljandi maakond, Viljandi linn, Maasika tn",549,,80697,,,,LP00019248,,,,,2185614,,,,,,,
3329925,,79,528.0,4856.0,,0LY8,,6C8Z,CQKH,"Tartu maakond, Nõo vald, Meeri küla, Mõisa tee 2-14",549,,79514,2,,,ER01470512,,,,,9269918,,2700.0,2017-07-11 12:46:51,,,,50.0
2986345,,81,557.0,1376.0,,,DGSI,,,"Valga maakond, Otepää vald, Arula küla, Aakre metskond 290",549,,10074,,,,CU03260314,,,,,8503222,,3070.0,2017-01-11 12:21:21,,,,22.0
2859659,,60,901.0,4978.0,,,3AH9,,,"Lääne-Viru maakond, Vinni vald, Moora küla, Lääne",549,,88504,,,,CU00203584,,,,,9544575,,,,,,,
2968605,,68,430.0,3552.0,,,5C4I,,,"Pärnu maakond, Lääneranna vald, Kuke küla, Jaagu",549,,52487,,,,CU00067034,,,,,9747881,,,,,,,
2660509,,56,184.0,1692.0,,0RRZ,,AUE1,,"Lääne maakond, Haapsalu linn, Haapsalu linn, Jaama tn 28",549,,74042,28,,,CU00058076,,,,,7874178,,,,,,,
3381079,,50,618.0,6537.0,,0TDS,,BQWP,,"Jõgeva maakond, Põltsamaa vald, Põltsamaa linn, Vahe tn 1",549,,12552,1,,,CU00330082,,,,,10047867,,,,,,,
3650288,,74,714.0,3655.0,,0RM4,,AT0Q,L6FT,"Saare maakond, Saaremaa vald, Kuressaare linn, Lossi tn 11-1",549,,24662,11,,,ER04005918,,,,,10950499,,1797.0,2024-05-09 04:07:06,,,,18.0
3651062,,37,245.0,9838.0,,0V4W,,CZ26,,"Harju maakond, Jõelähtme vald, Ülgase küla, Aluse tee 16",549,,57576,16,,,ME02427995,,,,,10682110,,,,,,,
100853,,37,245.0,2301.0,,,,,,"Harju maakond, Jõelähtme vald, Jägala-Joa küla",549,,50306,,,,AY00002301,,,,,111874,,,,,,,
3655547,,56,441.0,9803.0,,,GNB7,,,"Lääne maakond, Lääne-Nigula vald, Österby küla, Võilille",549,,41385,,,,CU04017061,,,,,10632516,,6858.0,2023-06-01 09:16:04,,,,9.0
2839091,,45,511.0,,,017Z,,1VMA,6LR2,"Ida-Viru maakond, Narva linn, Uusküla tn 17-11",549,,17592,17,,,ER01486753,,,,,8173253,,,,,,,
3544332,,71,502.0,2980.0,,,0TIQ,,,"Rapla maakond, Märjamaa vald, Keskküla, Alt-Kaubi",549,,41571,,,,ME03366124,,,,,10477167,,,,,,,
2939272,,39,205.0,4995.0,,,7NAY,,,"Hiiu maakond, Hiiumaa vald, Mudaste küla, Rannapiiga",549,,84364,,,,CU00622201,,,,,10905005,,6548.0,2024-08-05 18:01:24,,,,50.0
3362765,,50,618.0,2379.0,,,0X6Z,,,"Jõgeva maakond, Põltsamaa vald, Jüriküla, Mäeotsa",549,,20322,,,,CU00324346,,,,,9337573,,3002.0,2017-08-11 14:16:28,,,,35.0
258572,,37,245.0,9041.0,,,5TNR,,,"Harju maakond, Jõelähtme vald, Vandjala küla, Antipa",549,,21226,,,,CU00096660,,,,,6084189,,,,,,,
2770078,,45,321.0,747.0,2561,,,ACU2,,"Ida-Viru maakond, Kohtla-Järve linn, Sompa linnaosa, Aedvilja vkt 60",549,,73699,60,,,EE02429850,,,,,8050671,,,,,,,
2129669,,37,784.0,298.0,,03P0,,1DJU,0A55,"Harju maakond, Tallinn, Kesklinna linnaosa, Liivalaia tn 28-11",549,,19071,28,,,ER01182337,,,,,6421794,,,,,,,
2769565,,45,321.0,120.0,2DC0,,,60KV,,"Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Tabori vkt 60",549,,79822,60,,,CU01920263,,,,,8053298,,,,,,,
3017154,,79,171.0,1586.0,,0S7O,,B5NU,,"Tartu maakond, Elva vald, Elva linn, Nõmme tn 23",549,,26483,23,,,CU00051626,,,,,8609893,,4109.0,2017-01-11 16:07:36,,,,13.0
2643787,,74,714.0,3655.0,,0RL6,,ATBQ,H59S,"Saare maakond, Saaremaa vald, Kuressaare linn, Aia tn 54a-9",549,,26828,54a,,,ER01575269,,,,,7825639,,,,,,,
2542811,,37,784.0,298.0,,05Z9,,AKRO,GYKD,"Harju maakond, Tallinn, Kesklinna linnaosa, Kuunari tn 1-43",549,,96474,1,,,ER03861890,,,,,10021306,,6679.0,2020-09-03 11:34:47,,,,37.0
3238464,,87,917.0,4286.0,,,1OGJ,,,"Võru maakond, Võru vald, Lepassaare küla, Kalsaoja",549,,72296,,,,ME00866324,,,,,9133668,,6461.0,2017-06-11 15:20:44,,,,48.0
3234390,,84,480.0,1868.0,,,1IDM,,,"Viljandi maakond, Mulgi vald, Hirmuküla, Aia",549,,82063,,,,ME01001133,,,,,9114153,,461.0,2017-06-11 14:32:51,,,,31.0
3662228,,45,515.0,5356.0,,0S0X,,B0C6,,"Ida-Viru maakond, Narva-Jõesuu linn, Narva-Jõesuu linn, Metsa tn 5",549,,31643,5,,,ME02593111,,,,,10607225,,4746.0,2023-02-01 09:16:19,,,,33.0
2910334,,39,205.0,3976.0,,,5K7O,,,"Hiiu maakond, Hiiumaa vald, Külaküla, Rängu",549,,44741,,,,ME01160990,,,,,8321966,,,,,,,
382247,,84,897.0,,,05AU,,26D1,,"Viljandi maakond, Viljandi linn, Toome tn 7",549,,79163,7,,,CU00569552,,,,,825618,,,,,,,
3203742,,71,668.0,3240.0,,,1M86,,,"Rapla maakond, Rapla vald, Kodila-Metsküla, Miku",549,,89507,,,,CU00378203,,,,,8950133,,1103.0,2017-03-11 15:24:51,,,,43.0
3713083,,81,857.0,8918.0,,0S69,,B236,,"Valga maakond, Valga vald, Valga linn, Tartu tn 41",549,,65461,41,,,ME02607438,,,,,10866559,,6481.0,2024-02-01 12:23:36,,,,12.0
2599173,,74,714.0,2538.0,,,0QFX,,,"Saare maakond, Saaremaa vald, Kailuka küla, Vinni-Pärdi",549,,37760,,,,ME03283588,,,,,7760174,,,,,,,
2933664,,39,205.0,6609.0,,,2J3Q,,,"Hiiu maakond, Hiiumaa vald, Pärna küla, Kibuspuu",549,,80686,,,,ME03083288,,,,,8355821,,,,,,,
2804363,,60,191.0,1661.0,,0NCV,,85VN,CKLM,"Lääne-Viru maakond, Haljala vald, Essu küla, Mõisa tn 5-4",549,,36365,5,,,ER01667300,,,,,8115580,,,,,,,
465895,,84,897.0,,,05CI,,26DK,,"Viljandi maakond, Viljandi linn, Vaksali tn 28",549,,50857,28,,,EE01027805,,,,,2841844,,,,,,,
2300333,,37,784.0,176.0,,03X8,,1BL4,3FJS,"Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 122-60",549,,62296,122,,,ER01330933,,,,,6607903,,,,,,,
2200536,,37,784.0,482.0,,0JWZ,,30BP,9XOK,"Harju maakond, Tallinn, Mustamäe linnaosa, Retke tee 22-8",549,,98039,22,,,ER01680122,,,,,6472553,,,,,,,
1518725,,37,353.0,3336.0,,0N4C,,7G2A,,"Harju maakond, Kuusalu vald, Kolga alevik, Eriku tee 3",549,,95180,3,,,EE03182107,,,,,5917811,,,,,,,
3487052,,71,317.0,1094.0,,0U86,,C99U,,"Rapla maakond, Kohila vald, Aespa alevik, Eha tn 16",549,,58944,16,,,ME02137774,,,,,9874018,,5213.0,2019-05-09 09:18:01,,,,42.0
3517344,,87,917.0,7787.0,,,G0ZU,,,"Võru maakond, Võru vald, Sulbi küla, Teedevahe",549,,67422,,,,CU03850758,,,,,10049547,,,,,,,
3540064,,37,725.0,7453.0,,0RXJ,,AXAG,,"Harju maakond, Saue vald, Saue linn, Töö pst 4",549,,77839,4,,,ME02622575,,,,,10285951,,1692.0,2021-05-02 03:39:28,,,,35.0
3713636,,87,145.0,8378.0,,,1FG4,,,"Võru maakond, Antsla vald, Tsooru küla, Räestosoo",549,,69177,,,,ME02917302,,,,,10826686,,691.0,2024-02-01 12:12:50,,,,43.0
3349052,,50,247.0,9431.0,,,4ARW,,,"Jõgeva maakond, Jõgeva vald, Visusti küla, Andrese",549,,25860,,,,CU00309234,,,,,9353852,,4848.0,2017-08-11 14:52:44,,,,44.0
1446349,,74,478.0,5639.0,,,95T7,,,"Saare maakond, Muhu vald, Oina küla, Andruse",549,,42493,,,,ME01906806,,,,,2430576,,,,,,,
3342686,,50,247.0,6040.0,,,5HWU,,,"Jõgeva maakond, Jõgeva vald, Patjala küla, Väike-Pütsepa",549,,39451,,,,ME01152204,,,,,9293443,,2954.0,2017-08-11 12:43:20,,,,2.0
3575909,,37,725.0,1216.0,,0QZI,,ADZV,,"Harju maakond, Saue vald, Alliku küla, Luigelille tn 6",549,,18392,6,,,EE04077334,,,,,10764872,,,,,,,
3204214,,71,668.0,2955.0,,,90UY,,,"Rapla maakond, Rapla vald, Keo küla, Muru",549,,54313,,,,CU03298712,,,,,9541180,,,,,,,
2816464,,60,272.0,7164.0,,,33O7,,,"Lääne-Viru maakond, Kadrina vald, Rõmeda küla, Hendriku",549,,12757,,,,CU00115318,,,,,8136219,,,,,,,
2118056,,37,784.0,524.0,,03TY,,1ML8,,"Harju maakond, Tallinn, Nõmme linnaosa, Sisaski tn 17b",549,,87110,17b,,,ME02768810,,,,,6495814,,,,,,,
2638641,,74,714.0,3655.0,,0RKS,,ARCP,,"Saare maakond, Saaremaa vald, Kuressaare linn, Eha tn 16",549,,82603,16,,,CU00184578,,,,,7819598,,,,,,,
3479645,,37,719.0,4912.0,,0MFB,,,,"Harju maakond, Saku vald, Metsanurme küla, Kraavihalli tee",549,,40161,,,,LP01876283,,,,,9839953,,,,,,,
2920853,,68,712.0,1421.0,,,4V0J,,,"Pärnu maakond, Saarde vald, Laiksaare küla, Rautsika",549,,87128,,,,ME00711392,,,,,8470494,,,,,,,
1335535,,37,245.0,4776.0,,0LXE,,,,"Harju maakond, Jõelähtme vald, Manniva küla, Sootalu tee",549,,38864,,,,LP01797568,,,,,10391933,,5767.0,2021-08-10 07:57:49,,,,11.0
3317741,,45,251.0,1524.0,2DC5,,,9WCP,,"Ida-Viru maakond, Jõhvi vald, Edise küla, Aiandi keskus 12",549,,10942,12,,,ME02588915,,,,,9239130,,1320.0,2017-07-11 11:46:37,,,,23.0
2934132,,68,214.0,8779.0,,,7ULX,,,"Pärnu maakond, Häädemeeste vald, Uulu küla, Kolmnurga",549,,19305,,,,CU01745795,,,,,8356902,,,,,,,
2317210,,37,784.0,482.0,,03LV,,1TBT,2R7Z,"Harju maakond, Tallinn, Mustamäe linnaosa, Keskuse tn 6-16",549,,92719,6,,,ER01297863,,,,,6497109,,,,,,,
3159734,,64,708.0,9223.0,,02LV,,3OSD,,"Põlva maakond, Räpina vald, Veriora alevik, Jaama tn 1",549,,17716,1,,,ME00856875,,,,,8880318,,3585.0,2017-03-11 12:47:55,,,,12.0
3596577,,60,663.0,,,02IQ,,2JKI,KP8R,"Lääne-Viru maakond, Rakvere linn, L. Koidula tn 14-2",549,,40007,14,,,ER01414072,,,,,10301143,,6377.0,2021-05-03 09:25:51,,,,20.0
3617633,,79,291.0,3652.0,,0UYH,,CSZY,,"Tartu maakond, Kastre vald, Kurepalu küla, Kuslapuu tee 1",549,,18834,1,,,EE00760498,,,,,10396126,,,,,,,
2947721,,39,205.0,5258.0,,0OLZ,,8SGE,,"Hiiu maakond, Hiiumaa vald, Männamaa küla, Tiigi tee 2e",549,,14117,2e,,,EE01749579,,,,,8401770,,,,,,,
3248991,,60,928.0,3092.0,,06HM,,0H61,,"Lääne-Viru maakond, Väike-Maarja vald, Kiltsi alevik, Pikk tn 7",549,,53309,7,,,ME00951925,,,,,9613565,,5211.0,2018-06-07 04:36:20,,,,31.0
3031275,,68,624.0,4792.0,,,3QS1,,,"Pärnu maakond, Pärnu linn, Marksa küla, Pihlaka",549,,19287,,,,CU00047160,,,,,10792409,,,,,,,
609814,,37,353.0,1701.0,,,3GKL,,,"Harju maakond, Kuusalu vald, Haavakannu küla, Ületee",549,,77391,,,,ME01048376,,,,,1350661,,,,,,,
2239314,,37,784.0,614.0,,062L,,18X5,1J67,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kopli tn 82-57",549,,41195,82,,,ER01239990,,,,,6627561,,,,,,,
3413394,,37,353.0,3336.0,,,FFDS,,,"Harju maakond, Kuusalu vald, Kolga alevik, Kolga jalgtee",549,,46500,,,,CU03684506,,,,,10058853,,,,,,,
2869371,,45,511.0,,,01CP,,8G0C,,"Ida-Viru maakond, Narva linn, Krookuse tn 49",549,,97684,49,,,EE03681354,,,,,9503824,,,,,,,
2296744,,37,784.0,176.0,,04G5,,1DZK,,"Harju maakond, Tallinn, Haabersti linnaosa, Hansu tn 34",549,,73624,34,,,CU00471333,,,,,6613146,,,,,,,
2171345,,37,784.0,614.0,,047R,,18SI,36KI,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Valgevase tn 12-7",549,,38080,12,,,ER01318910,,,,,6515098,,,,,,,
2711679,,37,431.0,9101.0,,07B8,,3MF1,,"Harju maakond, Lääne-Harju vald, Vasalemma alevik, Pärna tn 4",549,,80678,4,,,CU00543221,,,,,7955527,,,,,,,
2581154,,37,141.0,9248.0,,,BANP,,,"Harju maakond, Anija vald, Vetla küla, Männiaru",549,,27342,,,,CU02192858,,,,,7677144,,,,,,,
2138339,,37,784.0,614.0,,0JVS,,0QHH,0X80,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Graniidi tn 8-4",549,,84847,8,,,ER02105718,,,,,6942916,,2430.0,2015-06-05 11:45:21,,,,39.0
2326890,,37,784.0,387.0,,03JY,,9F4C,DNFA,"Harju maakond, Tallinn, Lasnamäe linnaosa, Raadiku tn 8a/2-121",549,,85525,8a/2,,,ER01571668,,,,,6525902,,,,,,,
3134526,,64,284.0,2259.0,,,8J6P,,,"Põlva maakond, Kanepi vald, Jõgehara küla, Koka",549,,71953,,,,EE00816485,,,,,8804002,,6489.0,2017-02-11 17:14:47,,,,5.0
3657114,,52,255.0,2395.0,,,GNNS,,,"Järva maakond, Järva vald, Kaalepi küla, Kase",549,,41850,,,,CU04021774,,,,,10664166,,,,,,,
2314888,,37,784.0,176.0,,03P1,,1BTX,4U9C,"Harju maakond, Tallinn, Haabersti linnaosa, Astangu tn 56-26",549,,71993,56,,,ER01396803,,,,,6584458,,,,,,,
2120967,,37,784.0,524.0,,0427,,1N0Z,,"Harju maakond, Tallinn, Nõmme linnaosa, Kraavi tn 64",549,,63354,64,,,EE00629051,,,,,6441895,,,,,,,
3271146,,87,919.0,,,05IC,,38ZX,9RKD,"Võru maakond, Võru linn, L. Koidula tn 18-2",549,,34957,18,,,ER01672160,,,,,9725942,,,,,,,
366215,,37,296.0,,,00DR,,1EJN,,"Harju maakond, Keila linn, Koidu tn 98",549,,22363,98,,,ME02562642,,,,,9471197,,4869.0,2017-07-12 04:02:48,,,,38.0
3655980,,87,919.0,,,05IB,,D09S,,"Võru maakond, Võru linn, Kivi tn 20b",549,,22704,20b,,,CU04018340,,,,,10586735,,,,,,,
3272757,,45,442.0,3348.0,266P,,,0HBY,,"Ida-Viru maakond, Lüganuse vald, Koljala küla, Kaevuri AÜ 2",549,,96374,2,,,CU00430107,,,,,9117154,,1045.0,2017-06-11 14:40:07,,,,12.0
3179609,,64,622.0,7964.0,,,6PVI,,,"Põlva maakond, Põlva vald, Säässaare küla, Siili",549,,66498,,,,CU00251243,,,,,8994977,,5314.0,2017-03-11 16:54:29,,,,27.0
2935458,,68,712.0,3083.0,,00FL,,3JWF,,"Pärnu maakond, Saarde vald, Kilingi-Nõmme linn, Kiriku tn 12",549,,56438,12,,,CU00152937,,,,,8360440,,,,,,,
560681,,37,446.0,,,00ZL,,2DAK,,"Harju maakond, Maardu linn, Ränikivi tn 12",549,,65519,12,,,EE01144889,,,,,10314412,,3108.0,2021-01-04 04:39:17,,,,50.0
3226974,,84,615.0,8251.0,,,3LLM,,,"Viljandi maakond, Põhja-Sakala vald, Tipu küla, Pärna",549,,63883,,,,ME03651933,,,,,9107080,,2255.0,2017-06-11 14:17:18,,,,32.0
2309914,,37,784.0,387.0,,04B8,,328B,,"Harju maakond, Tallinn, Lasnamäe linnaosa, Linnamäe tee 91d",549,,71213,91d,,,CU00455000,,,,,6648367,,,,,,,
2571468,,52,255.0,3282.0,,,CETV,,,"Järva maakond, Järva vald, Koigi küla, Kase",549,,17100,,,,ME03639710,,,,,9656325,,,,,,,
3685558,,45,803.0,7062.0,,,GP58,,,"Ida-Viru maakond, Toila vald, Roodu küla, Raja",549,,98259,,,,CU00164158,,,,,10670151,,6153.0,2023-03-04 09:28:22,,,,28.0
2319776,,37,784.0,524.0,,049B,,3JDZ,,"Harju maakond, Tallinn, Nõmme linnaosa, Helbe tn 10",549,,95649,10,,,EE00625879,,,,,6717916,,,,,,,
3636163,,79,796.0,6674.0,,0V5J,,CW6Q,,"Tartu maakond, Tartu vald, Raadi alev, Mõisa pst 13",549,,94696,13,,,EE01661151,,,,,10507498,,677.0,2022-08-07 15:20:00,,,,10.0
2691395,,60,663.0,,,02CR,,2HJ3,,"Lääne-Viru maakond, Rakvere linn, F. R. Kreutzwaldi tn 28",549,,22899,28,,,CU00375366,,,,,7944581,,,,,,,
3221572,,84,480.0,2628.0,,,0RVQ,,,"Viljandi maakond, Mulgi vald, Kalvre küla, Kalvre",549,,17944,,,,ME02509861,,,,,9087829,,2150.0,2017-06-11 13:25:16,,,,37.0
2464423,,37,784.0,176.0,,0JUQ,,0XH8,GEEQ,"Harju maakond, Tallinn, Haabersti linnaosa, Kadaka tee 193-126",549,,62772,193,,,MR03505180,,,,,7205652,,,,,,,
3575692,,37,725.0,1585.0,,,7NCU,,,"Harju maakond, Saue vald, Ellamaa küla, Anni-Emmapauna",549,,54473,,,,CU00622335,,,,,10201376,,939.0,2020-01-09 11:56:37,,,,13.0
3575458,,71,502.0,7622.0,,,EIA7,,,"Rapla maakond, Märjamaa vald, Sipa küla, Sipa ringtee",549,,24322,,,,CU03516960,,,,,10200833,,3114.0,2020-01-09 11:56:22,,,,15.0
3649645,,37,784.0,387.0,,01KF,,CYTE,L641,"Harju maakond, Tallinn, Lasnamäe linnaosa, Pae tn 84-50",549,,42591,84,,,ER01198860,,,,,10546413,,,,,,,
2985935,,81,824.0,2757.0,,,B6HO,,,"Valga maakond, Tõrva vald, Karjatnurme küla, Väike-Vahtre",549,,35112,,,,CU00081801,,,,,8536728,,3592.0,2017-01-11 13:14:28,,,,9.0
2801255,,60,792.0,6204.0,,,7L2G,,,"Lääne-Viru maakond, Tapa vald, Piisupi küla, Oru",549,,34931,,,,CU00616838,,,,,8108933,,,,,,,
2909557,,68,430.0,5464.0,,,DO7U,,,"Pärnu maakond, Lääneranna vald, Nurme küla, Viljapuuaia",549,,80292,,,,CU00221834,,,,,8321146,,,,,,,
