IAdrID,AdrID,IsID,IAdrKehtibAlatesKpv,IAdrKehtibKuniKpv,KdIDAadressiLiik,KdIDAadressiStaatus,DokIDAlus,IAdrIDJargmine,DokIDLopuAlus,ADSILID,IAdrPiirang,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
197,3725171,2879,2001-12-19 00:00:00.000000,2018-04-10 00:00:00.000000,557,550,197,,,,,95.0,1991-04-15,328.0,2019-09-17 00:00:00.000000,2020-01-22 00:00:00.000000,28
198,2933754,3384,2006-06-10 19:46:15.045953,2010-06-29 19:46:15.045953,557,550,198,,,,,137.0,2005-03-28,92.0,2020-01-04 19:46:15.045953,,30
199,3725171,39,2001-12-19 00:00:00.000000,2018-04-10 00:00:00.000000,557,550,199,,,,,82.0,1992-04-20,217.0,2019-07-10 00:00:00.000000,2020-02-15 00:00:00.000000,25
200,3725171,537,2001-12-19 00:00:00.000000,2018-04-10 00:00:00.000000,557,550,200,,,,,100.0,1999-07-23,190.0,2019-07-11 00:00:00.000000,,46
201,2933754,652,2006-06-10 19:46:15.045953,2010-06-29 19:46:15.045953,557,550,201,,,,,57.0,1990-12-13,,,,23
202,2933754,1579,2006-06-10 19:46:15.045953,2010-06-29 19:46:15.045953,557,550,202,,,,,325.0,2003-10-16,296.0,2019-05-14 19:46:15.045953,,33
203,2123462,3586,1990-01-01 00:00:00.000000,2020-06-01 00:00:00.000000,557,550,203,204.0,204.0,,,34.0,1990-01-01,116.0,2020-12-13 00:00:00.000000,,2
204,3073155,3586,2020-06-02 00:00:00.000000,2020-06-10 00:00:00.000000,557,550,204,205.0,205.0,,,306.0,1993-06-13,,,,18
205,126122,3586,2020-06-11 00:00:00.000000,,554,549,205,,,,,26.0,2007-11-09,,,,23
206,2123462,40,1990-01-01 00:00:00.000000,2020-06-01 00:00:00.000000,557,550,206,207.0,207.0,,,34.0,1990-01-01,,,,2
207,3073155,40,2020-06-02 00:00:00.000000,2020-06-10 00:00:00.000000,557,550,207,208.0,208.0,,,329.0,2006-03-31,,,,24
208,126122,40,2020-06-11 00:00:00.000000,,554,549,208,,,,,209.0,2017-02-21,162.0,2019-08-31 00:00:00.000000,,7
209,1182093,4155,1990-01-01 00:00:00.000000,2001-03-13 00:00:00.000000,557,550,209,210.0,210.0,,,34.0,1990-01-01,102.0,2011-03-16 00:00:00.000000,,2
210,2794281,4155,2001-03-14 00:00:00.000000,,554,549,210,,,,,108.0,1992-05-28,,,,31
211,1182093,41,1990-01-01 00:00:00.000000,2001-03-13 00:00:00.000000,557,550,211,212.0,212.0,,,34.0,1990-01-01,181.0,2009-11-16 00:00:00.000000,,2
212,2794281,41,2001-03-14 00:00:00.000000,,554,549,212,,,,,128.0,2000-03-30,,,,15
213,2932200,4629,2013-09-10 19:46:15.045953,2024-05-31 19:46:15.045953,557,550,213,,,,,97.0,1997-01-24,,,,42
214,2932200,123,2013-09-10 19:46:15.045953,2024-05-31 19:46:15.045953,557,550,214,,,,,157.0,2004-05-03,,,,13
215,2932200,877,2013-09-10 19:46:15.045953,2024-05-31 19:46:15.045953,557,550,215,,,,,257.0,1992-11-29,,,,30
216,2932200,3504,2013-09-10 19:46:15.045953,2024-05-31 19:46:15.045953,557,550,216,,,,,75.0,2003-01-10,,,,45
217,3160820,43,1990-01-01 00:00:00.000000,2018-08-10 00:00:00.000000,557,550,217,218.0,218.0,,,34.0,1990-01-01,9.0,2019-08-14 00:00:00.000000,,2
218,1953801,43,2018-08-11 00:00:00.000000,2020-10-31 00:00:00.000000,557,550,218,219.0,219.0,,,62.0,2014-11-08,293.0,2020-12-05 00:00:00.000000,,4
219,2661107,43,2020-11-01 00:00:00.000000,,554,549,219,,,,,177.0,1995-10-28,,,,25
220,3511808,1069,1990-01-01 00:00:00.000000,2000-01-22 00:00:00.000000,557,550,220,221.0,221.0,,,34.0,1990-01-01,42.0,2005-06-04 00:00:00.000000,2006-12-29 00:00:00.000000,2
221,2715707,1069,2000-01-23 00:00:00.000000,2004-07-26 00:00:00.000000,557,550,221,222.0,222.0,,,217.0,1995-11-24,336.0,2017-06-17 00:00:00.000000,,19
222,2661107,1069,2004-07-27 00:00:00.000000,,554,549,222,,,,,57.0,1991-08-28,208.0,2005-11-16 00:00:00.000000,,23
223,3344546,1777,1990-01-01 00:00:00.000000,1993-04-30 00:00:00.000000,557,550,223,224.0,224.0,,,34.0,1990-01-01,,,,2
224,3653269,1777,1993-05-01 00:00:00.000000,2014-03-24 00:00:00.000000,557,550,224,225.0,225.0,,,31.0,1992-11-27,10.0,2017-11-04 00:00:00.000000,,3
225,3135725,1777,2014-03-25 00:00:00.000000,,554,549,225,,,,,9.0,2000-02-12,,,,2
226,3344546,44,1990-01-01 00:00:00.000000,1993-04-30 00:00:00.000000,557,550,226,227.0,227.0,,,34.0,1990-01-01,,,,2
227,3653269,44,1993-05-01 00:00:00.000000,2014-03-24 00:00:00.000000,557,550,227,228.0,228.0,,,250.0,1993-04-18,,,,7
228,3135725,44,2014-03-25 00:00:00.000000,,554,549,228,,,,,39.0,2009-05-29,,,,12
229,3344546,4569,1990-01-01 00:00:00.000000,1993-04-30 00:00:00.000000,557,550,229,230.0,230.0,,,34.0,1990-01-01,,,,2
230,3653269,4569,1993-05-01 00:00:00.000000,2014-03-24 00:00:00.000000,557,550,230,231.0,231.0,,,297.0,1990-06-11,,,,20
231,3135725,4569,2014-03-25 00:00:00.000000,,554,549,231,,,,,302.0,2002-04-24,77.0,2009-02-06 00:00:00.000000,,42
232,3568708,1496,2013-12-07 00:00:00.000000,2019-07-27 00:00:00.000000,557,550,232,233.0,233.0,,,262.0,1995-11-13,,,,3
233,2115326,1496,2019-07-28 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,233,,,,,78.0,1994-10-06,,,,43
234,2823561,3757,2015-11-01 19:46:15.045953,2016-01-18 00:00:00.000000,557,550,234,235.0,235.0,,,263.0,2003-11-04,344.0,2018-04-02 00:00:00.000000,,17
235,2603489,3757,2016-01-19 00:00:00.000000,2017-01-03 00:00:00.000000,557,550,235,236.0,236.0,,,216.0,2012-09-03,339.0,2020-04-11 00:00:00.000000,,32
236,2115326,3757,2017-01-04 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,236,,,,,212.0,2005-10-30,,,2021-10-15 00:00:00.000000,49
237,2823561,45,2015-11-01 19:46:15.045953,2016-01-18 00:00:00.000000,557,550,237,238.0,238.0,,,137.0,1999-06-16,205.0,2019-08-18 00:00:00.000000,,30
238,2603489,45,2016-01-19 00:00:00.000000,2017-01-03 00:00:00.000000,557,550,238,239.0,239.0,,,203.0,1991-05-12,,,,17
239,2115326,45,2017-01-04 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,239,,,,,210.0,2002-12-29,,,,6
240,3568708,244,2013-12-07 00:00:00.000000,2019-07-27 00:00:00.000000,557,550,240,241.0,241.0,,,171.0,2003-07-21,,,,20
241,2115326,244,2019-07-28 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,241,,,,,249.0,2008-03-20,,,,50
242,3568708,637,2013-12-07 00:00:00.000000,2019-07-27 00:00:00.000000,557,550,242,243.0,243.0,,,166.0,1993-04-10,96.0,2020-09-24 00:00:00.000000,,34
243,2115326,637,2019-07-28 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,243,,,,,9.0,2011-09-21,,,,2
244,3568708,915,2013-12-07 00:00:00.000000,2019-07-27 00:00:00.000000,557,550,244,245.0,245.0,,,8.0,2005-04-05,222.0,2020-06-17 00:00:00.000000,,18
245,2115326,915,2019-07-28 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,245,,,,,76.0,2005-06-29,,,,39
246,2823561,3133,2015-11-01 19:46:15.045953,2016-01-18 00:00:00.000000,557,550,246,247.0,247.0,,,346.0,2010-12-04,136.0,2016-11-01 00:00:00.000000,,33
247,2603489,3133,2016-01-19 00:00:00.000000,2017-01-03 00:00:00.000000,557,550,247,248.0,248.0,,,96.0,1994-05-06,,,2019-02-28 00:00:00.000000,4
248,2115326,3133,2017-01-04 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,248,,,,,6.0,2008-10-03,,,,4
249,2823561,3695,2015-11-01 19:46:15.045953,2016-01-18 00:00:00.000000,557,550,249,250.0,250.0,,,258.0,1997-03-01,,,,30
250,2603489,3695,2016-01-19 00:00:00.000000,2017-01-03 00:00:00.000000,557,550,250,251.0,251.0,,,339.0,2004-01-11,289.0,2019-11-23 00:00:00.000000,,19
251,2115326,3695,2017-01-04 00:00:00.000000,2022-12-23 19:46:15.045953,557,550,251,,,,,258.0,2010-12-10,,,,30
252,255108,46,1990-01-01 00:00:00.000000,1999-07-28 19:46:15.045953,557,550,252,,,,,34.0,1990-01-01,,,,2
253,255108,4014,1990-01-01 00:00:00.000000,1999-07-28 19:46:15.045953,557,550,253,,,,,34.0,1990-01-01,,,,2
254,2122930,47,1990-01-01 00:00:00.000000,2006-05-29 00:00:00.000000,557,550,254,255.0,255.0,,,34.0,1990-01-01,,,,2
255,3174442,47,2006-05-30 00:00:00.000000,2014-08-13 00:00:00.000000,557,550,255,256.0,256.0,,,203.0,1994-05-14,93.0,2018-12-12 00:00:00.000000,,17
256,3582084,47,2014-08-14 00:00:00.000000,,554,549,256,,,,,292.0,2012-08-14,,,,45
257,3498795,49,2005-03-19 00:00:00.000000,,554,549,257,,,,,57.0,1993-03-27,304.0,2016-01-27 00:00:00.000000,,23
258,3498795,1166,2005-03-19 00:00:00.000000,,554,549,258,,,,,333.0,1999-01-02,,,,33
259,3481109,50,1990-01-01 00:00:00.000000,,554,549,259,,,,,34.0,1990-01-01,314.0,2004-12-09 00:00:00.000000,,2
260,559898,1846,1998-05-15 19:46:15.045953,2013-04-18 00:00:00.000000,557,550,260,261.0,261.0,,,1.0,1996-06-27,,,,6
261,2313160,1846,2013-04-19 00:00:00.000000,2014-10-26 19:46:15.045953,557,550,261,,,,,148.0,2011-07-21,,,,50
262,2313160,4619,1998-05-15 19:46:15.045953,2014-10-26 19:46:15.045953,557,550,262,,,,,249.0,1992-02-21,39.0,2017-02-17 19:46:15.045953,2018-05-02 19:46:15.045953,50
263,559898,51,1998-05-15 19:46:15.045953,2013-04-18 00:00:00.000000,557,550,263,264.0,264.0,,,125.0,1996-08-28,,,,2
264,2313160,51,2013-04-19 00:00:00.000000,2014-10-26 19:46:15.045953,557,550,264,,,,,258.0,2011-12-22,240.0,2015-01-02 19:46:15.045953,,30
265,2313160,513,1998-05-15 19:46:15.045953,2014-10-26 19:46:15.045953,557,550,265,,,,,30.0,1994-02-17,246.0,2019-06-28 19:46:15.045953,,19
266,2313160,1015,1998-05-15 19:46:15.045953,2014-10-26 19:46:15.045953,557,550,266,,,,,2.0,1996-07-18,,,,33
267,559898,1212,1998-05-15 19:46:15.045953,2013-04-18 00:00:00.000000,557,550,267,268.0,268.0,,,82.0,1997-09-19,,,,25
268,2313160,1212,2013-04-19 00:00:00.000000,2014-10-26 19:46:15.045953,557,550,268,,,,,135.0,2001-11-29,,,,25
269,2313160,3452,1998-05-15 19:46:15.045953,2014-10-26 19:46:15.045953,557,550,269,,,,,216.0,1996-12-13,304.0,2017-07-14 19:46:15.045953,,32
270,2313160,4447,1998-05-15 19:46:15.045953,2014-10-26 19:46:15.045953,557,550,270,,,,,126.0,1990-05-10,,,,34
271,3149898,253,1992-03-30 19:46:15.045953,1999-02-23 00:00:00.000000,557,550,271,272.0,272.0,,,211.0,1990-07-16,16.0,2005-11-03 00:00:00.000000,,44
272,3496155,253,1999-02-24 00:00:00.000000,2010-05-27 00:00:00.000000,557,550,272,273.0,273.0,,,258.0,1992-07-10,,,,30
273,2895287,253,2010-05-28 00:00:00.000000,,554,549,273,,,,,145.0,2007-04-19,49.0,2011-12-12 00:00:00.000000,,22
274,2576885,2316,1992-03-30 19:46:15.045953,1992-10-17 00:00:00.000000,557,550,274,275.0,275.0,,,313.0,1991-11-24,,,,22
275,2237928,2316,1992-10-18 00:00:00.000000,2016-01-24 00:00:00.000000,557,550,275,276.0,276.0,,,12.0,1991-02-09,,,,24
276,3652597,2316,2016-01-25 00:00:00.000000,,554,549,276,,,,,52.0,1996-07-27,22.0,2009-06-21 00:00:00.000000,,42
277,2576885,52,1992-03-30 19:46:15.045953,1992-10-17 00:00:00.000000,557,550,277,278.0,278.0,,,278.0,1990-06-27,,,,34
278,2237928,52,1992-10-18 00:00:00.000000,2016-01-24 00:00:00.000000,557,550,278,279.0,279.0,,,160.0,1991-07-14,,,,7
279,3652597,52,2016-01-25 00:00:00.000000,,554,549,279,,,,,87.0,2001-11-10,,,,31
280,2576885,841,1992-03-30 19:46:15.045953,1992-10-17 00:00:00.000000,557,550,280,281.0,281.0,,,331.0,1991-12-08,240.0,2008-06-09 00:00:00.000000,,32
281,2237928,841,1992-10-18 00:00:00.000000,2016-01-24 00:00:00.000000,557,550,281,282.0,282.0,,,143.0,1991-07-28,,,,13
282,3652597,841,2016-01-25 00:00:00.000000,,554,549,282,,,,,335.0,2002-04-08,247.0,2015-02-16 00:00:00.000000,,50
283,2576885,3041,1992-03-30 19:46:15.045953,1992-10-17 00:00:00.000000,557,550,283,284.0,284.0,,,220.0,1992-01-02,,,2012-08-20 00:00:00.000000,24
284,2237928,3041,1992-10-18 00:00:00.000000,2016-01-24 00:00:00.000000,557,550,284,285.0,285.0,,,239.0,1992-02-05,259.0,2019-01-31 00:00:00.000000,,7
285,3652597,3041,2016-01-25 00:00:00.000000,,554,549,285,,,,,48.0,2002-03-01,,,,38
286,2576885,4167,1992-03-30 19:46:15.045953,1992-10-17 00:00:00.000000,557,550,286,287.0,287.0,,,159.0,1991-12-14,249.0,2019-02-12 00:00:00.000000,,2
287,2237928,4167,1992-10-18 00:00:00.000000,2016-01-24 00:00:00.000000,557,550,287,288.0,288.0,,,218.0,1990-09-03,,,,13
288,3652597,4167,2016-01-25 00:00:00.000000,,554,549,288,,,,,62.0,2013-10-27,116.0,2016-06-06 00:00:00.000000,,4
289,2611176,53,1990-01-01 00:00:00.000000,,554,549,289,,,,,34.0,1990-01-01,,,,2
290,3251338,4770,1990-01-01 00:00:00.000000,,554,549,290,,,,,34.0,1990-01-01,,,,2
291,3251338,1087,1990-01-01 00:00:00.000000,,554,549,291,,,,,34.0,1990-01-01,302.0,1996-03-02 00:00:00.000000,,2
292,3251338,1235,1990-01-01 00:00:00.000000,,554,549,292,,,,,34.0,1990-01-01,115.0,2014-09-08 00:00:00.000000,,2
293,3245677,4053,2024-01-05 19:46:15.045953,,554,549,293,,,,,16.0,2022-06-09,,,,36
294,3245677,54,2024-01-05 19:46:15.045953,,554,549,294,,,,,207.0,2023-11-28,,,,36
295,3245677,479,2024-01-05 19:46:15.045953,,554,549,295,,,,,98.0,2004-05-29,118.0,2005-09-25 00:00:00.000000,,22
296,3245677,1055,2024-01-05 19:46:15.045953,,554,549,296,,,,,154.0,1994-01-05,,,,41
297,3245677,3244,2024-01-05 19:46:15.045953,,554,549,297,,,,,177.0,2000-06-01,,,,25
298,2235643,2398,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,298,,,,,114.0,2002-03-09,,,,7
299,2235643,4664,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,299,,,,,311.0,2004-04-29,,,,10
300,2235643,55,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,300,,,,,102.0,1990-03-17,,,,42
301,2235643,1465,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,301,,,,,239.0,2010-10-28,166.0,2019-02-16 19:46:15.045953,,7
302,2235643,2894,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,302,,,,,213.0,1993-01-04,263.0,2016-08-11 19:46:15.045953,,6
303,2235643,3822,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,303,,,,,268.0,2008-02-21,264.0,2018-02-07 19:46:15.045953,,40
304,2235643,4185,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,304,,,,,190.0,2004-07-16,60.0,2019-08-30 19:46:15.045953,,42
305,2235643,4446,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,305,,,,,96.0,1997-07-24,,,,4
306,2235643,4638,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,306,,,,,2.0,2006-12-26,,,,33
307,2235643,4725,2011-04-15 19:46:15.045953,2015-07-14 19:46:15.045953,557,550,307,,,,,139.0,2001-07-23,110.0,2016-01-25 19:46:15.045953,,15
308,3289161,56,2001-05-15 19:46:15.045953,,554,549,308,,,,,45.0,2000-09-16,,,,36
309,3289161,2550,2001-05-15 19:46:15.045953,,554,549,309,,,,,60.0,1995-07-26,284.0,2012-10-08 00:00:00.000000,,47
310,2619772,57,2018-12-30 19:46:15.045953,2020-04-16 19:46:15.045953,557,550,310,,,,,316.0,2016-02-17,16.0,2020-10-17 19:46:15.045953,,6
311,2619772,339,2001-12-24 00:00:00.000000,2020-04-16 19:46:15.045953,557,550,311,,,,,58.0,1995-04-20,110.0,2020-04-26 19:46:15.045953,2020-06-15 19:46:15.045953,34
312,2619772,620,2001-12-24 00:00:00.000000,2020-04-16 19:46:15.045953,557,550,312,,,,,24.0,1999-02-04,,,,11
313,2755823,58,1990-01-01 00:00:00.000000,2003-12-14 00:00:00.000000,557,550,313,314.0,314.0,,,34.0,1990-01-01,339.0,2006-12-12 00:00:00.000000,,2
314,2616442,58,2003-12-15 00:00:00.000000,2018-04-12 00:00:00.000000,557,550,314,315.0,315.0,,,266.0,2000-09-22,,,,6
315,3500828,58,2018-04-13 00:00:00.000000,,554,549,315,,,,,6.0,2017-03-04,,,,4
316,2128483,376,1990-01-01 00:00:00.000000,2014-08-21 00:00:00.000000,557,550,316,317.0,317.0,,,34.0,1990-01-01,132.0,2020-06-21 00:00:00.000000,,2
317,2971213,376,2014-08-22 00:00:00.000000,2020-08-31 00:00:00.000000,557,550,317,318.0,318.0,,,322.0,2009-10-27,23.0,2020-11-13 00:00:00.000000,,1
318,2284621,376,2020-09-01 00:00:00.000000,,554,549,318,,,,,327.0,2011-12-05,145.0,2017-08-25 00:00:00.000000,,15
319,2284621,426,1990-01-01 00:00:00.000000,,554,549,319,,,,,34.0,1990-01-01,,,,2
320,2128483,59,1990-01-01 00:00:00.000000,2014-08-21 00:00:00.000000,557,550,320,321.0,321.0,,,34.0,1990-01-01,248.0,2020-12-17 00:00:00.000000,,2
321,2971213,59,2014-08-22 00:00:00.000000,2020-08-31 00:00:00.000000,557,550,321,322.0,322.0,,,164.0,1995-01-13,,,2020-11-09 00:00:00.000000,10
322,2284621,59,2020-09-01 00:00:00.000000,,554,549,322,,,,,41.0,1999-01-26,,,,46
323,2284621,1791,1990-01-01 00:00:00.000000,,554,549,323,,,,,34.0,1990-01-01,66.0,1995-12-02 00:00:00.000000,,2
324,2255684,60,2008-08-21 00:00:00.000000,2009-12-06 00:00:00.000000,557,550,324,325.0,325.0,,,264.0,2005-02-02,,,,49
325,3033329,60,2009-12-07 00:00:00.000000,,554,549,325,,,,,64.0,1998-11-18,19.0,1998-12-12 00:00:00.000000,,28
326,2255684,3786,2008-08-21 00:00:00.000000,2009-12-06 00:00:00.000000,557,550,326,327.0,327.0,,,265.0,2006-09-23,311.0,2014-09-06 00:00:00.000000,,7
327,3033329,3786,2009-12-07 00:00:00.000000,,554,549,327,,,,,313.0,1997-09-23,,,,22
328,3765829,61,1990-01-01 00:00:00.000000,1992-09-14 00:00:00.000000,557,550,328,329.0,329.0,,,34.0,1990-01-01,,,,2
329,3176449,61,1992-09-15 00:00:00.000000,2013-11-18 00:00:00.000000,557,550,329,330.0,330.0,,,154.0,1992-02-24,,,,41
330,2149118,61,2013-11-19 00:00:00.000000,,554,549,330,,,,,212.0,2008-11-09,,,,49
331,3765829,2001,1990-01-01 00:00:00.000000,1992-09-14 00:00:00.000000,557,550,331,332.0,332.0,,,34.0,1990-01-01,1.0,2009-08-20 00:00:00.000000,,2
332,3176449,2001,1992-09-15 00:00:00.000000,2013-11-18 00:00:00.000000,557,550,332,333.0,333.0,,,110.0,1991-01-20,204.0,2017-10-12 00:00:00.000000,2019-12-05 00:00:00.000000,29
333,2149118,2001,2013-11-19 00:00:00.000000,,554,549,333,,,,,205.0,1995-04-28,272.0,2019-06-03 00:00:00.000000,,9
334,3380758,695,2010-12-27 19:46:15.045953,2013-09-21 00:00:00.000000,557,550,334,335.0,335.0,,,340.0,2003-10-17,,,,37
335,2881700,695,2013-09-22 00:00:00.000000,,554,549,335,,,,,30.0,1990-09-14,86.0,1993-09-20 00:00:00.000000,,19
336,3765757,4976,1999-12-29 00:00:00.000000,2016-12-13 00:00:00.000000,557,550,336,337.0,337.0,,,175.0,1995-11-06,41.0,2017-04-16 00:00:00.000000,,23
337,2881700,4976,2016-12-14 00:00:00.000000,,554,549,337,,,,,54.0,2014-12-22,,,,35
338,3765757,62,1999-12-29 00:00:00.000000,2016-12-13 00:00:00.000000,557,550,338,339.0,339.0,,,125.0,1992-10-10,182.0,2018-01-03 00:00:00.000000,,2
339,2881700,62,2016-12-14 00:00:00.000000,,554,549,339,,,,,44.0,1995-01-23,255.0,2013-11-12 00:00:00.000000,,46
340,3765757,1500,1999-12-29 00:00:00.000000,2016-12-13 00:00:00.000000,557,550,340,341.0,341.0,,,108.0,1991-02-18,161.0,2020-09-19 00:00:00.000000,,31
341,2881700,1500,2016-12-14 00:00:00.000000,,554,549,341,,,,,325.0,1992-03-08,167.0,1994-03-02 00:00:00.000000,,33
342,3765757,1623,1999-12-29 00:00:00.000000,2016-12-13 00:00:00.000000,557,550,342,343.0,343.0,,,84.0,1994-07-06,,,,6
343,2881700,1623,2016-12-14 00:00:00.000000,,554,549,343,,,,,47.0,1992-07-13,39.0,2005-07-04 00:00:00.000000,,31
344,3765757,2365,1999-12-29 00:00:00.000000,2016-12-13 00:00:00.000000,557,550,344,345.0,345.0,,,90.0,1992-08-17,,,,19
345,2881700,2365,2016-12-14 00:00:00.000000,,554,549,345,,,,,116.0,2004-04-21,,,,8
346,3380758,2680,2010-12-27 19:46:15.045953,2013-09-21 00:00:00.000000,557,550,346,347.0,347.0,,,219.0,2007-04-30,278.0,2017-02-08 00:00:00.000000,,21
347,2881700,2680,2013-09-22 00:00:00.000000,,554,549,347,,,,,185.0,1996-06-05,,,,22
348,2331136,63,1990-01-01 00:00:00.000000,1997-11-09 00:00:00.000000,557,550,348,349.0,349.0,,,34.0,1990-01-01,,,,2
349,2815929,63,1997-11-10 00:00:00.000000,2020-02-03 00:00:00.000000,557,550,349,350.0,350.0,,,204.0,1995-11-19,61.0,2020-04-19 00:00:00.000000,,12
350,3586625,63,2020-02-04 00:00:00.000000,,554,549,350,,,,,236.0,2003-06-15,,,,23
351,2331136,4174,1990-01-01 00:00:00.000000,1997-11-09 00:00:00.000000,557,550,351,352.0,352.0,,,34.0,1990-01-01,115.0,2007-12-19 00:00:00.000000,,2
352,2815929,4174,1997-11-10 00:00:00.000000,2020-02-03 00:00:00.000000,557,550,352,353.0,353.0,,,20.0,1993-05-16,270.0,2020-09-27 00:00:00.000000,,10
353,3586625,4174,2020-02-04 00:00:00.000000,,554,549,353,,,,,262.0,1992-08-02,,,,3
354,3756122,2389,1990-01-01 00:00:00.000000,2014-12-31 00:00:00.000000,557,550,354,355.0,355.0,,,34.0,1990-01-01,98.0,2017-02-18 00:00:00.000000,,2
355,3718426,2389,2015-01-01 00:00:00.000000,,554,549,355,,,,,247.0,1992-04-24,90.0,2019-06-13 00:00:00.000000,,16
356,3756122,64,1990-01-01 00:00:00.000000,2014-12-31 00:00:00.000000,557,550,356,357.0,357.0,,,34.0,1990-01-01,329.0,2018-09-13 00:00:00.000000,,2
357,3718426,64,2015-01-01 00:00:00.000000,,554,549,357,,,,,11.0,1993-07-19,,,,10
358,3265960,65,1990-01-01 00:00:00.000000,1991-10-10 00:00:00.000000,557,550,358,359.0,359.0,,,34.0,1990-01-01,,,,2
359,2603447,65,1991-10-11 00:00:00.000000,2000-03-19 00:00:00.000000,557,550,359,360.0,360.0,,,51.0,1990-08-05,,,,46
360,3545187,65,2000-03-20 00:00:00.000000,,554,549,360,,,,,332.0,1991-04-26,,,,18
361,2255684,4636,1990-01-01 00:00:00.000000,2020-02-14 00:00:00.000000,557,550,361,362.0,362.0,,,34.0,1990-01-01,,,,2
362,1812608,4636,2020-02-15 00:00:00.000000,2020-06-05 00:00:00.000000,557,550,362,363.0,363.0,,,125.0,2004-05-13,72.0,2020-09-18 00:00:00.000000,,2
363,3545187,4636,2020-06-06 00:00:00.000000,,554,549,363,,,,,265.0,1992-01-20,,,,7
364,3265960,567,1990-01-01 00:00:00.000000,1991-10-10 00:00:00.000000,557,550,364,365.0,365.0,,,34.0,1990-01-01,,,,2
365,2603447,567,1991-10-11 00:00:00.000000,2000-03-19 00:00:00.000000,557,550,365,366.0,366.0,,,281.0,1991-09-11,209.0,2005-07-31 00:00:00.000000,,39
366,3545187,567,2000-03-20 00:00:00.000000,,554,549,366,,,,,199.0,1996-03-11,,,,30
367,2255684,3422,1990-01-01 00:00:00.000000,2020-02-14 00:00:00.000000,557,550,367,368.0,368.0,,,34.0,1990-01-01,294.0,2020-08-15 00:00:00.000000,,2
368,1812608,3422,2020-02-15 00:00:00.000000,2020-06-05 00:00:00.000000,557,550,368,369.0,369.0,,,199.0,2003-11-02,,,,30
369,3545187,3422,2020-06-06 00:00:00.000000,,554,549,369,,,,,334.0,2012-04-22,,,,5
370,2628775,66,1990-01-01 00:00:00.000000,,554,549,370,,,,,34.0,1990-01-01,,,,2
371,3133488,67,1990-01-01 00:00:00.000000,,554,549,371,,,,,34.0,1990-01-01,87.0,2016-03-13 00:00:00.000000,,2
372,2570949,68,2001-04-02 19:46:15.045953,2008-09-24 00:00:00.000000,557,550,372,373.0,373.0,,,82.0,1995-02-28,,,,25
373,2572229,68,2008-09-25 00:00:00.000000,2012-02-25 00:00:00.000000,557,550,373,374.0,374.0,,,21.0,2001-03-14,,,,8
374,3254762,68,2012-02-26 00:00:00.000000,2018-10-04 19:46:15.045953,557,550,374,,,,,103.0,1997-07-28,,,,41
375,2570949,300,2001-04-02 19:46:15.045953,2008-09-24 00:00:00.000000,557,550,375,376.0,376.0,,,146.0,2001-01-01,,,,40
376,2572229,300,2008-09-25 00:00:00.000000,2012-02-25 00:00:00.000000,557,550,376,377.0,377.0,,,153.0,1997-11-25,,,,30
377,3254762,300,2012-02-26 00:00:00.000000,2018-10-04 19:46:15.045953,557,550,377,,,,,296.0,2000-12-14,,,,28
378,3227339,3642,1990-01-01 00:00:00.000000,1992-03-05 00:00:00.000000,557,550,378,379.0,379.0,,,34.0,1990-01-01,,,2016-01-18 00:00:00.000000,2
379,646484,3642,1992-03-06 00:00:00.000000,2010-09-04 00:00:00.000000,557,550,379,380.0,380.0,,,35.0,1990-01-13,264.0,2013-11-21 00:00:00.000000,2018-10-10 00:00:00.000000,24
380,2867766,3642,2010-09-05 00:00:00.000000,,554,549,380,,,,,34.0,1990-05-21,,,,2
381,3227339,155,1990-01-01 00:00:00.000000,1992-03-05 00:00:00.000000,557,550,381,382.0,382.0,,,34.0,1990-01-01,252.0,2019-11-21 00:00:00.000000,,2
382,646484,155,1992-03-06 00:00:00.000000,2010-09-04 00:00:00.000000,557,550,382,383.0,383.0,,,14.0,1991-10-16,,,,33
383,2867766,155,2010-09-05 00:00:00.000000,,554,549,383,,,,,310.0,2000-11-02,,,,45
384,3343128,70,1997-03-07 19:46:15.045953,2020-03-27 00:00:00.000000,557,550,384,385.0,385.0,,,43.0,1992-12-30,76.0,2020-10-20 00:00:00.000000,,44
